Date,Site,Sex,Weight,TailBreak
11/16/98,EAST,F,1,W
11/16/98,EAST,F,3,B
11/16/98,EAST,M,1,W
11/16/98,EAST,M,5,W
11/16/98,EAST,F,2,W
11/16/98,EAST,F,1,W
11/16/98,EAST,M,5,W
11/16/98,EAST,M,3,B
11/16/98,EAST,M,4,B
11/16/98,EAST,F,1,W
11/16/98,EAST,M,5,W
11/16/98,WEST,.,.,.
11/23/98,CALI,.,.,.
11/23/98,GRAV,.,.,.
11/23/98,SAND,.,.,.
11/23/98,BASN,.,.,.
11/23/98,IBPE,.,.,.
11/23/98,SUMM,.,.,.
11/23/98,NORT,F,1,W
11/23/98,NORT,F,2,W
11/23/98,RABB,F,1,W
11/23/98,WELL,.,.,.
11/23/98,EAST,F,4,B
11/23/98,EAST,F,3,B
11/23/98,EAST,F,2,B
11/23/98,EAST,M,5,B
11/23/98,EAST,F,1,W
11/23/98,WEST,F,1,W
3/19/99,CALI,F,4,W
3/19/99,GRAV,.,.,.
3/19/99,SAND,M,5,W
3/19/99,SAND,M,6,B
3/19/99,BASN,.,.,.
3/19/99,IBPE,.,.,.
3/19/99,SUMM,.,.,.
3/19/99,NORT,.,.,.
3/19/99,RABB,.,.,.
3/19/99,WELL,F,4,B
3/19/99,WELL,M,4,B
3/19/99,EAST,.,.,.
3/19/99,WEST,.,.,.
3/26/99,CALI,M,1,W
3/26/99,GRAV,M,1,W
3/26/99,SAND,.,.,.
3/26/99,BASN,F,1,W
3/26/99,BASN,F,2,W
3/26/99,IBPE,F,3,W
3/26/99,IBPE,M,4,B
3/26/99,SUMM,.,.,.
3/26/99,NORT,.,.,.
3/26/99,RABB,M,3,B
3/26/99,WELL,.,.,.
3/26/99,EAST,F,5,B
3/26/99,WEST,F,4,W
3/26/99,WEST,F,2,W
6/15/99,CALI,.,.,.
6/15/99,GRAV,.,.,.
6/15/99,SAND,.,.,.
6/15/99,BASN,.,.,.
6/15/99,IBPE,.,.,.
6/15/99,SUMM,.,.,.
6/15/99,NORT,F,18,B
6/15/99,RABB,.,.,.
6/15/99,WELL,.,.,.
6/15/99,EAST,F,3,W
6/15/99,EAST,F,3,B
6/15/99,WEST,.,.,.
6/18/99,CALI,.,.,.
6/18/99,GRAV,F,5,W
6/18/99,SAND,.,.,.
6/18/99,IBPE,.,.,.
6/18/99,NORT,.,.,.
6/18/99,RABB,.,.,.
6/18/99,WELL,M,3,W
6/18/99,EAST,F,3,B
6/18/99,WEST,.,.,.
6/22/99,CALI,.,.,.
6/22/99,GRAV,.,.,.
6/22/99,SAND,.,.,.
6/22/99,BASN,.,.,.
6/22/99,IBPE,F,3,B
6/22/99,SUMM,.,.,.
6/22/99,NORT,.,.,.
6/22/99,RABB,.,.,.
6/22/99,WELL,.,.,.
6/22/99,EAST,F,17,W
6/22/99,WEST,F,14,B
6/22/99,WEST,F,4,W
6/25/99,CALI,.,.,.
6/25/99,GRAV,.,.,.
6/25/99,SAND,F,6,B
6/25/99,BASN,F,.,.
6/25/99,BASN,M,3,B
6/25/99,IBPE,.,.,.
6/25/99,SUMM,F,.,W
6/25/99,NORT,.,.,.
6/25/99,RABB,.,.,.
6/25/99,WELL,.,.,.
6/25/99,WEST,F,20,B
6/25/99,WEST,F,3,B
8/17/99,CALI,M,1,B
8/17/99,GRAV,.,.,.
8/17/99,SAND,.,.,.
8/17/99,BASN,M,1,W
8/17/99,IBPE,.,.,.
8/17/99,SUMM,.,.,.
8/17/99,NORT,M,.,W
8/17/99,NORT,F,2,B
8/17/99,NORT,F,.,W
8/17/99,RABB,F,1,W
8/17/99,WELL,.,.,.
8/17/99,EAST,M,1,W
8/17/99,WEST,F,3,W
8/17/99,WEST,F,1,W
8/20/99,GRAV,.,.,.
8/20/99,SAND,J,.,B
8/20/99,SAND,M,2,W
8/20/99,BASN,.,.,.
8/20/99,IBPE,.,.,.
8/20/99,SUMM,.,15,W
8/20/99,NORT,M,4,B
8/20/99,NORT,F,1,W
8/20/99,RABB,.,.,.
8/20/99,WELL,.,.,.
8/20/99,EAST,M,1,W
8/20/99,WEST,M,3,W
8/24/99,CALI,F,1,W
8/24/99,GRAV,.,.,.
8/24/99,SAND,.,.,.
8/24/99,IBPE,F,2,W
8/24/99,SUMM,J,4,W
8/24/99,NORT,F,2,W
8/24/99,NORT,F,1,B
8/24/99,RABB,.,.,.
8/24/99,RABB,F,2,W
8/24/99,WELL,.,.,.
8/24/99,WELL,M,1,W
8/24/99,EAST,M,2,W
8/24/99,EAST,M,2,W
8/24/99,EAST,F,2,W
8/24/99,WEST,F,4,W
8/24/99,WEST,M,3,W
8/24/99,WEST,M,1,W
8/27/99,CALI,.,.,.
8/27/99,GRAV,.,.,.
8/27/99,SAND,J,3,W
8/27/99,BASN,F,1,W
8/27/99,BASN,.,.,.
8/27/99,IBPE,.,.,.
8/27/99,SUMM,.,.,.
8/27/99,NORT,.,.,.
8/27/99,RABB,.,.,.
8/27/99,WELL,.,.,.
8/27/99,EAST,.,.,.
8/27/99,WEST,.,.,.
11/17/99,CALI,F,3,W
11/17/99,GRAV,F,4,B
11/17/99,GRAV,M,5,W
11/17/99,SAND,M,2,W
11/17/99,SAND,M,5,B
11/17/99,SAND,F,2,W
11/17/99,SAND,M,4,W
11/17/99,SAND,F,2,W
11/17/99,SAND,F,2,W
11/17/99,SAND,M,6,W
11/17/99,SAND,M,5,W
11/17/99,BASN,F,1,W
11/17/99,BASN,F,2,W
11/17/99,BASN,F,2,W
11/17/99,BASN,J,2,W
11/17/99,BASN,J,2,W
11/17/99,IBPE,F,2,B
11/17/99,IBPE,M,1,W
11/17/99,SUMM,.,.,.
11/17/99,NORT,M,5,W
11/17/99,NORT,M,5,W
11/17/99,NORT,F,4,W
11/17/99,RABB,F,4,W
11/17/99,RABB,F,3,B
11/17/99,WELL,.,.,.
11/17/99,EAST,F,1,W
11/17/99,EAST,F,3,B
11/17/99,EAST,F,4,W
11/17/99,EAST,F,4,W
11/17/99,EAST,F,4,W
11/17/99,EAST,M,6,W
11/17/99,EAST,M,5,W
11/17/99,WEST,.,.,.
11/23/99,CALI,.,.,.
11/23/99,GRAV,.,.,.
11/23/99,SAND,M,3,W
11/23/99,BASN,F,2,W
11/23/99,IBPE,.,.,.
11/23/99,SUMM,.,.,.
11/23/99,NORT,F,3,W
11/23/99,RABB,.,.,.
11/23/99,WELL,F,1,B
11/23/99,EAST,F,4,W
11/23/99,EAST,M,5,B
11/23/99,WEST,.,.,.
3/6/00,CALI,.,.,.
3/6/00,SAND,.,.,.
3/6/00,BASN,.,.,.
3/6/00,BASN,.,.,.
3/6/00,BASN,.,.,.
3/6/00,BASN,.,.,.
3/6/00,IBPE,.,.,.
3/6/00,IBPE,.,.,.
3/6/00,RABB,.,.,.
3/13/00,CALI,.,.,.
3/13/00,GRAV,.,.,.
3/13/00,SAND,F,2,B
3/13/00,BASN,.,.,.
3/13/00,BASN,F,1,W
3/13/00,IBPE,F,2,W
3/13/00,IBPE,F,1,W
3/13/00,IBPE,F,1,W
3/13/00,IBPE,M,4,B
3/13/00,IBPE,F,1,W
3/13/00,SUMM,.,.,.
3/13/00,NORT,M,4,W
3/13/00,RABB,M,4,B
3/13/00,WELL,F,3,B
3/13/00,EAST,F,4,B
3/13/00,EAST,M,4,W
3/13/00,WEST,F,1,W
3/20/00,CALI,.,.,.
3/20/00,GRAV,.,.,.
3/20/00,SAND,M,4,B
3/20/00,BASN,F,1,W
3/20/00,IBPE,.,.,.
3/20/00,IBPE,M,3,B
3/20/00,IBPE,F,2,W
3/20/00,IBPE,.,.,.
3/20/00,IBPE,F,2,W
3/20/00,IBPE,F,2,W
3/20/00,IBPE,F,3,B
3/20/00,SUMM,.,.,.
3/20/00,NORT,.,.,.
3/20/00,RABB,.,.,.
3/20/00,WELL,.,.,.
3/20/00,EAST,F,2,W
3/20/00,EAST,F,3,W
3/20/00,WEST,F,1,W
3/20/00,WEST,F,1,W
3/20/00,WEST,F,2,W
6/9/00,BASN,.,.,.
6/9/00,BASN,.,.,.
6/9/00,BASN,.,.,.
6/9/00,BASN,.,.,.
6/9/00,BASN,.,.,.
6/9/00,BASN,.,.,.
6/9/00,SUMM,.,.,.
6/9/00,SUMM,.,.,.
6/9/00,WELL,.,.,.
6/9/00,EAST,.,.,.
6/13/00,GRAV,F,5,W
6/13/00,SAND,.,.,.
6/13/00,BASN,F,3,W
6/13/00,BASN,.,.,.
6/13/00,BASN,F,2,W
6/13/00,IBPE,.,.,.
6/13/00,NORT,.,.,.
6/13/00,RABB,.,.,.
6/13/00,WELL,.,.,.
6/13/00,EAST,F,22,W
6/13/00,EAST,F,1,W
6/13/00,WEST,F,1,W
6/13/00,WEST,F,18,B
6/16/00,CALI,.,.,.
6/16/00,GRAV,.,.,.
6/16/00,SAND,.,.,.
6/16/00,BASN,F,7,B
6/16/00,BASN,F,2,W
6/16/00,IBPE,.,.,.
6/16/00,SUMM,.,.,.
6/16/00,SUMM,F,4,W
6/16/00,SUMM,.,.,.
6/16/00,NORT,.,.,.
6/16/00,RABB,.,.,.
6/16/00,WELL,.,.,.
6/16/00,EAST,F,20,W
6/16/00,WEST,.,.,.
6/20/00,CALI,.,.,.
6/20/00,GRAV,.,.,.
6/20/00,SAND,.,.,.
6/20/00,IBPE,.,.,.
6/20/00,NORT,F,5,W
6/20/00,RABB,.,.,.
6/20/00,WELL,.,.,.
6/20/00,EAST,.,.,.
6/20/00,EAST,M,19,W
6/20/00,EAST,F,4,W
6/20/00,WEST,M,20,B
6/20/00,WEST,F,4,W
6/23/00,CALI,.,.,.
6/23/00,CALI,.,.,.
6/23/00,GRAV,.,.,.
6/23/00,GRAV,.,.,.
6/23/00,SAND,.,.,.
6/23/00,SAND,.,.,.
6/23/00,IBPE,.,.,.
6/23/00,IBPE,.,.,.
6/23/00,SUMM,.,.,.
6/23/00,SUMM,.,.,.
6/23/00,NORT,F,20,W
6/23/00,RABB,.,.,.
6/23/00,RABB,.,.,.
6/23/00,WELL,.,.,.
6/23/00,WELL,.,.,.
6/23/00,EAST,.,.,.
6/23/00,WEST,F,5,W
6/23/00,WEST,F,25,B
8/11/00,CALI,.,.,.
8/11/00,GRAV,.,.,.
8/11/00,SAND,.,.,.
8/11/00,SAND,.,.,.
8/11/00,BASN,.,.,.
8/11/00,IBPE,J,.,.
8/11/00,SUMM,.,.,.
8/11/00,NORT,J,1,W
8/11/00,NORT,J,.,.
8/11/00,NORT,J,2,W
8/11/00,RABB,.,.,.
8/11/00,WELL,.,.,.
8/11/00,EAST,.,.,.
8/11/00,EAST,J,1,W
8/11/00,WEST,.,.,.
8/15/00,CALI,.,.,.
8/15/00,GRAV,.,.,.
8/15/00,SAND,.,.,.
8/15/00,BASN,.,.,.
8/15/00,IBPE,.,.,.
8/15/00,SUMM,.,.,.
8/15/00,NORT,.,.,.
8/15/00,RABB,M,3,W
8/15/00,RABB,J,1,W
8/15/00,EAST,.,.,.
8/15/00,WEST,.,.,.
8/18/00,CALI,.,.,.
8/18/00,GRAV,F,6,W
8/18/00,SAND,J,2,W
8/18/00,BASN,.,.,.
8/18/00,IBPE,.,.,.
8/18/00,SUMM,.,.,.
8/18/00,NORT,J,1,W
8/18/00,RABB,.,.,.
8/18/00,WELL,J,2,W
8/18/00,EAST,J,2,W
8/18/00,WEST,.,.,.
8/22/00,CALI,.,.,.
8/22/00,GRAV,.,.,.
8/22/00,BASN,.,.,.
8/22/00,IBPE,.,.,.
8/22/00,SUMM,.,.,.
8/22/00,NORT,.,.,.
8/22/00,RABB,.,.,.
8/22/00,WELL,F,2,W
8/22/00,EAST,.,.,.
8/22/00,WEST,F,33,B
11/21/00,CALI,.,.,.
11/21/00,GRAV,.,.,.
11/21/00,SAND,.,.,.
11/21/00,BASN,.,.,.
11/21/00,IBPE,M,3,W
11/21/00,SUMM,.,.,.
11/21/00,NORT,.,.,.
11/21/00,RABB,M,2,B
11/21/00,WELL,F,2,W
11/21/00,WELL,F,1,W
11/21/00,WELL,J,2,W
11/21/00,WELL,J,2,W
11/21/00,EAST,.,.,.
11/21/00,WEST,.,.,.
11/28/00,CALI,.,.,.
11/28/00,GRAV,.,.,.
11/28/00,SAND,F,1,W
11/28/00,BASN,.,.,.
11/28/00,IBPE,.,.,.
11/28/00,SUMM,.,.,.
11/28/00,NORT,.,.,.
11/28/00,RABB,F,2,W
11/28/00,RABB,F,1,W
11/28/00,WELL,J,1,W
11/28/00,WELL,F,1,W
11/28/00,EAST,M,4,W
11/28/00,EAST,M,3,W
11/28/00,EAST,M,3,W
11/28/00,WEST,.,.,.
3/8/01,CALI,M,4,W
3/8/01,GRAV,.,.,.
3/8/01,SAND,M,3,W
3/8/01,SAND,M,5,W
3/8/01,BASN,.,.,.
3/8/01,IBPE,.,.,.
3/8/01,SUMM,.,.,.
3/8/01,NORT,F,2,W
3/8/01,RABB,J,2,W
3/8/01,RABB,M,5,W
3/8/01,WELL,.,.,.
3/8/01,EAST,M,4,B
3/8/01,EAST,M,3,B
3/8/01,EAST,M,3,B
3/8/01,WEST,.,.,.
3/15/01,CALI,.,.,.
3/15/01,GRAV,.,.,.
3/15/01,SAND,F,4,W
3/15/01,SAND,M,4,B
3/15/01,SAND,F,3,W
3/15/01,SAND,M,4,W
3/15/01,BASN,F,2,W
3/15/01,BASN,F,2,W
3/15/01,IBPE,.,.,.
3/15/01,NORT,M,4,W
3/15/01,NORT,F,3,W
3/15/01,NORT,M,3,W
3/15/01,RABB,.,.,.
3/15/01,WELL,M,3,W
3/15/01,WELL,J,1,W
3/15/01,WELL,F,3,B
3/15/01,EAST,M,5,B
3/15/01,WEST,J,2,W
6/8/01,CALI,.,.,.
6/8/01,GRAV,.,.,.
6/8/01,SAND,.,.,.
6/8/01,BASN,F,4,W
6/8/01,BASN,F,5,W
6/8/01,IBPE,.,.,.
6/8/01,SUMM,F,4,W
6/8/01,NORT,.,.,.
6/8/01,RABB,.,.,.
6/8/01,WELL,.,.,.
6/8/01,EAST,.,.,.
6/8/01,WEST,F,3,W
6/12/01,CALI,.,.,.
6/12/01,GRAV,.,.,.
6/12/01,SAND,.,.,.
6/12/01,BASN,J,4,B
6/12/01,IBPE,F,.,.
6/12/01,SUMM,.,.,.
6/12/01,NORT,M,4,B
6/12/01,NORT,J,3,W
6/12/01,RABB,.,.,.
6/12/01,WELL,.,.,.
6/12/01,EAST,F,10,W
6/12/01,EAST,M,6,B
6/12/01,EAST,F,27,W
6/12/01,WEST,F,21,W
6/15/01,CALI,.,.,.
6/15/01,GRAV,.,.,.
6/15/01,SAND,.,.,.
6/15/01,BASN,.,.,.
6/15/01,IBPE,.,.,.
6/15/01,SUMM,.,.,.
6/15/01,NORT,.,.,.
6/15/01,RABB,.,.,.
6/15/01,WELL,.,.,.
6/15/01,EAST,F,.,.
6/15/01,WEST,F,22,W
6/19/01,CALI,F,6,W
6/19/01,GRAV,.,.,.
6/19/01,SAND,.,.,.
6/19/01,BASN,.,.,.
6/19/01,BASN,F,6,W
6/19/01,BASN,M,.,.
6/19/01,BASN,F,3,B
6/19/01,IBPE,M,3,B
6/19/01,SUMM,.,.,.
6/19/01,NORT,.,.,.
6/19/01,RABB,.,.,.
6/19/01,WELL,.,.,.
6/19/01,EAST,F,26,W
6/19/01,WEST,.,.,.
8/10/01,CALI,.,.,.
8/10/01,GRAV,.,.,.
8/10/01,SAND,.,.,.
8/10/01,BASN,.,.,.
8/10/01,IBPE,M,1,W
8/10/01,IBPE,J,1,W
8/10/01,SUMM,F,7,W
8/10/01,NORT,.,.,.
8/10/01,NORT,J,1,W
8/10/01,NORT,J,1,W
8/10/01,RABB,.,.,.
8/10/01,WELL,.,.,.
8/10/01,EAST,J,1,W
8/10/01,EAST,J,1,W
8/10/01,WEST,.,.,.
8/14/01,CALI,J,1,W
8/14/01,GRAV,.,.,.
8/14/01,SAND,J,1,B
8/14/01,IBPE,J,1,W
8/14/01,IBPE,F,3,W
8/14/01,SUMM,.,.,.
8/14/01,NORT,J,1,W
8/14/01,NORT,J,1,W
8/14/01,RABB,J,2,W
8/14/01,WELL,F,20,W
8/14/01,EAST,.,.,.
8/14/01,WEST,.,.,.
8/17/01,CALI,.,.,.
8/17/01,GRAV,J,1,W
8/17/01,SAND,F,3,W
8/17/01,BASN,.,.,W
8/17/01,IBPE,J,1,B
8/17/01,IBPE,J,1,W
8/17/01,IBPE,J,1,W
8/17/01,NORT,.,.,.
8/17/01,RABB,J,1,B
8/17/01,WELL,J,1,W
8/17/01,WELL,J,1,W
8/17/01,EAST,.,.,.
8/17/01,WEST,.,.,.
8/21/01,CALI,M,1,W
8/21/01,GRAV,J,1,W
8/21/01,SAND,.,.,.
8/21/01,BASN,.,.,.
8/21/01,IBPE,J,1,W
8/21/01,SUMM,.,.,.
8/21/01,NORT,M,3,W
8/21/01,NORT,J,1,W
8/21/01,NORT,J,1,W
8/21/01,RABB,J,1,W
8/21/01,WELL,M,1,W
8/21/01,EAST,J,1,W
8/21/01,WEST,.,.,.
11/14/01,CALI,F,3,W
11/14/01,GRAV,F,3,B
11/14/01,GRAV,M,5,W
11/14/01,SAND,M,5,W
11/14/01,BASN,.,.,.
11/14/01,IBPE,M,.,.
11/14/01,IBPE,M,5,W
11/14/01,IBPE,F,3,W
11/14/01,NORT,M,3,B
11/14/01,NORT,F,3,W
11/14/01,NORT,F,4,W
11/14/01,RABB,F,2,W
11/14/01,RABB,F,2,W
11/14/01,RABB,M,3,W
11/14/01,WELL,M,5,W
11/14/01,WELL,F,2,W
11/14/01,WELL,F,2,W
11/14/01,EAST,M,5,W
11/14/01,EAST,F,.,.
11/14/01,EAST,M,5,W
11/14/01,EAST,M,5,W
11/14/01,EAST,M,5,B
11/14/01,EAST,M,6,W
11/14/01,EAST,F,4,B
11/14/01,EAST,M,6,W
11/14/01,EAST,F,4,W
11/14/01,WEST,F,3,W
11/20/01,CALI,.,.,.
11/20/01,GRAV,.,.,.
11/20/01,SAND,M,2,W
11/20/01,BASN,.,.,.
11/20/01,IBPE,M,4,W
11/20/01,SUMM,.,.,.
11/20/01,NORT,.,.,.
11/20/01,RABB,.,.,.
11/20/01,WELL,F,2,B
11/20/01,EAST,.,.,.
11/20/01,WEST,.,.,.
3/11/02,CALI,.,.,.
3/11/02,GRAV,.,.,.
3/11/02,SAND,M,4,W
3/11/02,SAND,M,6,W
3/11/02,SAND,F,4,W
3/11/02,SAND,F,4,W
3/11/02,BASN,.,.,.
3/11/02,IBPE,F,3,W
3/11/02,IBPE,F,2,B
3/11/02,SUMM,.,.,.
3/11/02,NORT,F,4,W
3/11/02,RABB,F,3,W
3/11/02,WELL,.,.,.
3/11/02,EAST,.,.,.
3/11/02,WEST,.,.,.
3/18/02,CALI,.,.,.
3/18/02,GRAV,.,.,.
3/18/02,SAND,F,.,B
3/18/02,SAND,F,4,W
3/18/02,BASN,.,.,.
3/18/02,IBPE,F,3,W
3/18/02,SUMM,.,.,.
3/18/02,NORT,F,3,W
3/18/02,NORT,F,3,W
3/18/02,RABB,.,.,.
3/18/02,WELL,F,2,W
3/18/02,EAST,M,4,W
3/18/02,WEST,.,.,.
6/7/02,CALI,.,.,.
6/7/02,GRAV,.,.,.
6/7/02,SAND,.,.,.
6/7/02,SAND,F,3,W
6/7/02,BASN,F,6,W
6/7/02,BASN,F,4,W
6/7/02,BASN,F,.,W
6/7/02,IBPE,.,.,.
6/7/02,SUMM,.,.,.
6/7/02,NORT,.,.,.
6/7/02,RABB,.,.,.
6/7/02,WELL,.,.,.
6/7/02,EAST,.,.,.
6/7/02,WEST,.,.,.
6/11/02,CALI,.,.,.
6/11/02,GRAV,.,.,.
6/11/02,SAND,.,.,.
6/11/02,BASN,.,.,.
6/11/02,IBPE,.,.,.
6/11/02,SUMM,.,.,.
6/11/02,NORT,.,.,.
6/11/02,RABB,.,.,.
6/11/02,WELL,F,3,W
6/11/02,EAST,.,.,.
6/11/02,EAST,M,21,W
6/11/02,WEST,.,.,.
6/11/02,WEST,M,5,W
6/11/02,WEST,M,23,W
6/11/02,WEST,M,23,W
6/14/02,CALI,.,.,.
6/14/02,GRAV,.,.,.
6/14/02,SAND,.,.,.
6/14/02,BASN,.,.,.
6/14/02,IBPE,.,.,.
6/14/02,SUMM,.,.,.
6/14/02,NORT,.,.,.
6/14/02,RABB,.,.,.
6/14/02,WELL,.,.,.
6/14/02,EAST,.,.,.
6/14/02,WEST,.,.,.
6/14/02,WEST,F,.,W
6/18/02,CALI,.,.,.
6/18/02,GRAV,M,3,W
6/18/02,SAND,.,.,.
6/18/02,BASN,.,.,.
6/18/02,IBPE,.,.,.
6/18/02,SUMM,.,.,.
6/18/02,NORT,.,.,.
6/18/02,RABB,.,.,.
6/18/02,WELL,.,.,.
6/18/02,EAST,.,.,.
6/18/02,WEST,M,23,W
6/18/02,WEST,F,38,W
6/18/02,WEST,M,3,B
8/15/02,CALI,.,.,.
8/15/02,GRAV,.,.,.
8/15/02,SAND,.,.,.
8/15/02,SAND,.,.,.
8/15/02,BASN,J,1,W
8/15/02,IBPE,J,.,.
8/15/02,IBPE,F,2,W
8/15/02,IBPE,J,1,W
8/15/02,IBPE,J,1,W
8/15/02,IBPE,J,1,W
8/15/02,SUMM,.,.,.
8/15/02,NORT,M,1,W
8/15/02,NORT,J,1,W
8/15/02,NORT,J,1,W
8/15/02,RABB,.,.,.
8/15/02,WELL,J,1,W
8/15/02,WELL,M,1,B
8/15/02,EAST,M,1,B
8/15/02,WEST,.,.,.
8/15/02,WEST,J,1,W
8/15/02,WEST,.,.,.
8/19/02,CALI,.,.,.
8/19/02,GRAV,.,.,.
8/19/02,SAND,.,1,W
8/19/02,SAND,M,2,W
8/19/02,SAND,J,.,.
8/19/02,SAND,J,1,W
8/19/02,BASN,J,1,W
8/19/02,BASN,J,2,W
8/19/02,IBPE,.,.,.
8/19/02,SUMM,J,.,.
8/19/02,NORT,J,1,W
8/19/02,NORT,J,1,W
8/19/02,RABB,.,.,.
8/19/02,WELL,J,.,.
8/19/02,WELL,J,1,W
8/19/02,EAST,J,1,W
8/19/02,EAST,F,1,W
8/19/02,WEST,.,.,.
8/22/02,CALI,.,.,.
8/22/02,GRAV,.,.,.
8/22/02,BASN,J,.,.
8/22/02,IBPE,J,1,W
8/22/02,IBPE,J,1,W
8/22/02,SUMM,.,.,.
8/22/02,SUMM,J,2,W
8/22/02,SUMM,J,1,W
8/22/02,SUMM,J,1,W
8/22/02,NORT,J,1,W
8/22/02,RABB,J,1,W
8/22/02,WELL,J,1,W
8/22/02,WELL,J,1,W
8/22/02,WELL,.,.,.
8/22/02,EAST,.,.,.
8/22/02,WEST,.,.,.
8/26/02,CALI,.,.,.
8/26/02,GRAV,.,.,.
8/26/02,SAND,.,.,.
8/26/02,BASN,J,1,B
8/26/02,BASN,J,1,W
8/26/02,BASN,J,2,W
8/26/02,BASN,J,.,.
8/26/02,IBPE,J,2,W
8/26/02,SUMM,J,1,W
8/26/02,SUMM,J,2,W
8/26/02,NORT,.,.,.
8/26/02,RABB,.,.,.
8/26/02,WELL,.,.,.
8/26/02,EAST,.,.,.
8/26/02,WEST,F,27,W
8/26/02,WEST,F,35,W
11/15/02,CALI,M,4,W
11/15/02,GRAV,F,3,W
11/15/02,GRAV,F,3,W
11/15/02,SAND,M,2,B
11/15/02,SAND,F,4,W
11/15/02,BASN,.,.,.
11/15/02,IBPE,M,5,W
11/15/02,IBPE,M,4,B
11/15/02,IBPE,M,4,B
11/15/02,IBPE,M,6,W
11/15/02,IBPE,F,2,W
11/15/02,SUMM,.,.,.
11/15/02,NORT,F,3,W
11/15/02,NORT,F,3,W
11/15/02,NORT,F,5,B
11/15/02,NORT,J,1,W
11/15/02,NORT,M,2,W
11/15/02,RABB,F,3,W
11/15/02,WELL,F,3,W
11/15/02,WELL,J,1,W
11/15/02,WELL,F,3,W
11/15/02,WELL,M,2,W
11/15/02,EAST,J,2,W
11/15/02,EAST,F,3,W
11/15/02,EAST,F,3,W
11/15/02,EAST,M,5,W
11/15/02,EAST,F,3,W
11/15/02,EAST,M,2,W
11/15/02,WEST,.,.,.
11/22/02,CALI,.,.,.
11/22/02,GRAV,M,6,W
11/22/02,SAND,F,3,W
11/22/02,SAND,M,5,W
11/22/02,BASN,M,2,W
11/22/02,IBPE,M,2,B
11/22/02,IBPE,F,5,W
11/22/02,IBPE,F,3,W
11/22/02,IBPE,F,3,W
11/22/02,IBPE,F,3,W
11/22/02,SUMM,.,.,.
11/22/02,NORT,.,.,.
11/22/02,RABB,M,4,W
11/22/02,RABB,F,2,W
11/22/02,RABB,M,4,W
11/22/02,WELL,F,2,B
11/22/02,WELL,J,1,W
11/22/02,EAST,F,2,B
11/22/02,EAST,.,.,.
11/22/02,WEST,F,2,W
3/14/03,WEST,M,5,W
3/14/03,WEST,.,.,.
3/14/03,EAST,.,.,.
3/14/03,NORT,M,5,W
3/14/03,NORT,.,.,.
3/14/03,RABB,F,4,W
3/14/03,WELL,F,2,B
3/14/03,WELL,M,2,W
3/14/03,WELL,M,4,W
3/14/03,IBPE,F,2,W
3/14/03,IBPE,F,2,W
3/14/03,IBPE,M,5,W
3/14/03,IBPE,F,4,W
3/14/03,IBPE,F,4,W
3/14/03,BASN,F,1,W
3/14/03,BASN,F,2,W
3/14/03,SAND,M,.,B
3/14/03,SAND,.,.,.
3/14/03,SUMM,.,.,.
3/14/03,SUMM,.,.,.
3/14/03,CALI,.,.,.
3/14/03,GRAV,.,.,.
3/21/03,WEST,.,.,.
3/21/03,EAST,.,.,.
3/21/03,NORT,.,.,.
3/21/03,NORT,J,2,W
3/21/03,NORT,.,.,.
3/21/03,NORT,.,.,.
3/21/03,WELL,F,2,B
3/21/03,IBPE,.,.,.
3/21/03,BASN,.,.,.
3/21/03,SUMM,J,4,W
3/21/03,SUMM,J,1,W
3/21/03,SUMM,.,.,.
3/21/03,SAND,.,.,.
3/21/03,CALI,J,2,B
3/21/03,GRAV,.,.,.
3/21/03,GRAV,.,.,.
3/21/03,GRAV,.,.,.
3/21/03,GRAV,.,.,.
3/21/03,GRAV,.,.,.
6/17/03,WEST,F,3,B
6/17/03,EAST,F,30,W
6/17/03,NORT,.,.,.
6/17/03,RABB,.,.,.
6/17/03,WELL,.,.,.
6/17/03,IBPE,M,4,B
6/17/03,IBPE,F,3,B
6/17/03,BASN,F,3,W
6/17/03,BASN,.,.,.
6/17/03,SAND,.,.,.
6/17/03,SUMM,.,.,.
6/17/03,IBPE,.,.,.
6/17/03,SUMM,.,.,.
6/17/03,CALI,.,.,.
6/17/03,GRAV,.,.,.
6/20/03,WEST,F,34,W
6/20/03,WEST,M,13,W
6/20/03,EAST,F,38,W
6/20/03,WELL,F,4,B
6/20/03,IBPE,.,.,.
6/20/03,NORT,.,.,.
6/20/03,RABB,.,.,.
6/20/03,BASN,F,3,W
6/20/03,SAND,.,.,.
6/20/03,SUMM,.,.,.
6/20/03,CALI,.,.,.
6/20/03,GRAV,J,1,W
6/20/03,GRAV,J,1,W
6/24/03,WEST,.,.,.
6/24/03,EAST,F,3,W
6/24/03,EAST,F,4,W
6/24/03,NORT,F,4,B
6/24/03,NORT,.,.,.
6/24/03,RABB,.,.,.
6/24/03,WELL,.,.,.
6/24/03,IBPE,.,.,.
6/24/03,BASN,.,.,.
6/24/03,SAND,J,1,W
6/24/03,SUMM,.,.,.
6/24/03,CALI,F,9,W
6/24/03,GRAV,.,.,.
6/27/03,WEST,.,.,.
6/27/03,EAST,.,.,.
6/27/03,NORT,.,.,.
6/27/03,NORT,.,.,.
6/27/03,RABB,.,.,.
6/27/03,WELL,.,.,.
6/27/03,IBPE,F,3,B
6/27/03,BASN,F,5,W
6/27/03,BASN,F,5,B
6/27/03,SAND,.,.,.
6/27/03,SUMM,.,.,.
