Date,Site,Sex,Weight,TailBreak
10/30/90,IBPE,M,1,W
10/30/90,RABB,F,3,W
10/30/90,RABB,M,1,W
10/30/90,RABB,F,3,W
10/30/90,WELL,F,1,B
10/30/90,WELL,F,2,W
10/30/90,WELL,M,2,W
10/30/90,EAST,M,4,W
10/30/90,EAST,F,3,W
10/30/90,EAST,F,4,W
10/30/90,WEST,.,.,.
11/2/90,CALI,.,.,.
11/2/90,GRAV,.,.,.
11/2/90,SAND,.,.,.
11/2/90,SAND,.,.,.
11/2/90,BASN,.,.,.
11/2/90,IBPE,.,.,.
11/2/90,IBPE,F,2,W
11/2/90,RABB,F,2,W
11/2/90,RABB,.,.,.
11/2/90,EAST,F,4,W
11/2/90,WEST,.,.,.
12/4/90,CALI,.,.,.
12/4/90,GRAV,.,.,.
12/4/90,SAND,F,4,W
12/4/90,SAND,F,3,W
12/4/90,BASN,.,.,.
12/4/90,IBPE,M,4,W
12/4/90,IBPE,M,3,W
12/4/90,IBPE,M,5,W
12/4/90,RABB,M,4,W
12/4/90,RABB,M,3,W
12/4/90,WELL,.,.,.
12/4/90,EAST,M,.,W
12/4/90,WEST,F,.,B
12/11/90,CALI,.,.,.
12/11/90,GRAV,.,.,.
12/11/90,SAND,.,.,.
12/11/90,BASN,.,.,.
12/11/90,IBPE,.,.,.
12/11/90,IBPE,.,.,.
12/11/90,RABB,.,.,.
12/11/90,RABB,.,.,.
12/11/90,WELL,.,.,.
12/11/90,EAST,.,.,.
12/11/90,WEST,.,.,.
1/18/91,CALI,.,.,.
1/18/91,GRAV,.,.,.
1/18/91,SAND,.,.,.
1/18/91,BASN,.,.,.
1/18/91,IBPE,.,.,.
1/18/91,IBPE,.,.,.
1/18/91,RABB,.,.,.
1/18/91,RABB,.,.,.
1/18/91,WELL,.,.,.
1/18/91,EAST,.,.,.
1/18/91,WEST,.,.,.
3/4/91,CALI,.,.,.
3/4/91,GRAV,.,.,.
3/4/91,SAND,.,.,.
3/4/91,BASN,.,.,.
3/4/91,IBPE,.,.,.
3/4/91,IBPE,.,.,.
3/4/91,RABB,F,5,W
3/4/91,RABB,M,6,W
3/4/91,RABB,M,5,W
3/4/91,WELL,M,5,W
3/4/91,WELL,M,3,W
3/4/91,EAST,F,4,W
3/4/91,EAST,F,2,B
3/4/91,WEST,M,6,B
3/8/91,CALI,.,.,.
3/8/91,GRAV,.,.,.
3/8/91,SAND,.,.,.
3/8/91,BASN,M,.,W
3/8/91,IBPE,.,.,.
3/8/91,IBPE,.,.,.
3/8/91,RABB,F,1,W
3/8/91,RABB,F,2,W
3/8/91,WELL,M,4,B
3/8/91,EAST,.,.,.
3/8/91,WEST,.,.,.
4/12/91,CALI,J,1,W
4/12/91,CALI,F,8,B
4/12/91,GRAV,.,.,.
4/12/91,SAND,J,3,W
4/12/91,SAND,F,7,W
4/12/91,BASN,F,4,W
4/12/91,IBPE,F,6,W
4/12/91,IBPE,M,4,W
4/12/91,IBPE,M,3,W
4/12/91,IBPE,M,3,W
4/12/91,IBPE,.,.,.
4/12/91,RABB,F,4,W
4/12/91,RABB,J,2,W
4/12/91,RABB,F,4,W
4/12/91,RABB,.,.,.
4/12/91,EAST,F,5,W
4/12/91,EAST,M,6,B
4/12/91,WEST,J,1,W
4/12/91,WEST,M,5,W
4/12/91,WEST,J,1,W
4/19/91,CALI,J,2,W
4/19/91,CALI,F,3,W
4/19/91,CALI,J,.,.
4/19/91,GRAV,F,3,W
4/19/91,GRAV,M,.,W
4/19/91,GRAV,F,2,W
4/19/91,GRAV,F,3,W
4/19/91,GRAV,F,2,W
4/19/91,SAND,.,.,.
4/19/91,BASN,.,.,.
4/19/91,IBPE,F,3,W
4/19/91,IBPE,.,.,.
4/19/91,IBPE,.,.,.
4/19/91,RABB,M,3,W
4/19/91,RABB,F,10,W
4/19/91,RABB,.,.,.
4/19/91,WELL,F,2,B
4/19/91,WELL,M,.,W
4/19/91,EAST,.,.,.
4/19/91,WEST,M,1,W
5/21/91,CALI,M,3,W
5/21/91,GRAV,F,2,W
5/21/91,GRAV,M,4,B
5/21/91,GRAV,F,3,W
5/21/91,SAND,F,4,B
5/21/91,SAND,F,25,W
5/21/91,BASN,F,2,W
5/21/91,IBPE,F,5,W
5/21/91,EAST,F,5,W
5/21/91,EAST,F,3,W
5/24/91,CALI,F,3,W
5/24/91,CALI,F,3,W
5/24/91,CALI,F,3,W
5/24/91,GRAV,F,4,W
5/24/91,GRAV,F,4,W
5/24/91,BASN,F,5,W
5/24/91,WELL,F,3,W
5/24/91,EAST,F,3,W
5/24/91,EAST,F,5,W
5/24/91,WEST,M,19,W
5/28/91,CALI,F,3,W
5/28/91,CALI,F,4,W
5/28/91,CALI,F,2,W
5/28/91,CALI,F,2,B
5/28/91,GRAV,F,.,.
5/28/91,SAND,F,3,B
5/28/91,SAND,F,5,W
5/28/91,SAND,M,29,W
5/28/91,BASN,F,5,W
5/28/91,BASN,.,8,.
5/28/91,BASN,F,5,W
5/28/91,IBPE,F,4,W
5/28/91,IBPE,F,3,W
5/28/91,RABB,F,3,W
5/28/91,WELL,F,3,W
5/28/91,EAST,F,3,W
5/31/91,CALI,F,3,W
5/31/91,SAND,F,3,B
5/31/91,BASN,F,7,W
5/31/91,BASN,F,5,W
5/31/91,RABB,F,.,.
5/31/91,EAST,M,7,W
6/18/91,CALI,F,5,W
6/18/91,CALI,F,4,W
6/18/91,CALI,F,5,W
6/18/91,SAND,.,.,.
6/18/91,BASN,F,10,W
6/18/91,IBPE,F,3,W
6/18/91,IBPE,M,4,W
6/18/91,IBPE,F,2,W
6/18/91,IBPE,F,3,W
6/18/91,RABB,.,.,.
6/18/91,RABB,F,21,B
6/18/91,WELL,F,4,B
6/18/91,EAST,M,12,W
6/18/91,EAST,M,.,.
6/18/91,EAST,F,22,W
6/18/91,EAST,M,10,W
6/18/91,EAST,F,18,W
6/18/91,WEST,.,.,.
6/21/91,GRAV,.,.,.
6/21/91,SAND,.,.,.
6/21/91,BASN,M,5,W
6/21/91,BASN,M,6,W
6/21/91,IBPE,.,.,.
6/21/91,IBPE,.,.,.
6/21/91,RABB,M,3,W
6/21/91,RABB,F,1,W
6/21/91,RABB,F,29,W
6/21/91,RABB,F,4,W
6/21/91,WELL,.,.,.
6/21/91,EAST,F,4,W
6/21/91,EAST,F,5,W
6/21/91,WEST,.,.,.
6/25/91,CALI,M,3,W
6/25/91,CALI,F,18,W
6/25/91,CALI,.,.,.
6/25/91,GRAV,.,.,.
6/25/91,SAND,M,11,W
6/25/91,BASN,M,6,W
6/25/91,BASN,F,4,W
6/25/91,IBPE,.,.,.
6/25/91,IBPE,.,.,.
6/25/91,RABB,F,10,W
6/25/91,RABB,F,8,W
6/25/91,RABB,.,.,.
6/25/91,WELL,.,.,.
6/25/91,WEST,.,.,.
6/25/91,WEST,.,.,.
6/28/91,CALI,.,.,.
6/28/91,GRAV,.,.,.
6/28/91,SAND,J,1,W
6/28/91,SAND,J,1,W
6/28/91,BASN,F,7,W
6/28/91,BASN,F,9,W
6/28/91,BASN,M,5,W
6/28/91,BASN,F,10,W
6/28/91,IBPE,M,3,W
6/28/91,RABB,.,.,.
6/28/91,RABB,F,9,W
6/28/91,EAST,F,12,W
6/28/91,EAST,F,8,W
6/28/91,EAST,F,5,W
6/28/91,WEST,M,12,W
6/28/91,WEST,M,3,W
6/28/91,WEST,M,4,W
7/9/91,CALI,.,.,.
7/9/91,GRAV,M,5,W
7/9/91,GRAV,F,4,W
7/9/91,SAND,J,1,W
7/9/91,BASN,F,7,W
7/9/91,IBPE,.,.,.
7/9/91,IBPE,.,.,.
7/9/91,RABB,F,7,W
7/9/91,RABB,J,1,B
7/9/91,RABB,J,1,W
7/9/91,RABB,J,.,B
7/9/91,WELL,.,.,.
7/9/91,EAST,J,1,W
7/9/91,EAST,J,1,W
7/9/91,EAST,F,6,W
7/9/91,EAST,J,1,W
7/9/91,WEST,.,.,.
7/11/91,RABB,.,.,.
7/11/91,RABB,.,.,.
7/11/91,RABB,.,.,.
7/11/91,IBPE,J,1,W
7/11/91,IBPE,J,1,W
7/11/91,IBPE,J,1,W
7/11/91,RABB,.,.,.
7/11/91,RABB,.,.,.
7/11/91,RABB,J,1,W
7/11/91,WELL,J,1,W
7/11/91,EAST,J,1,W
7/11/91,EAST,M,.,W
7/11/91,WEST,.,.,.
7/11/91,WEST,.,.,.
7/16/91,CALI,M,5,B
7/16/91,CALI,F,5,W
7/16/91,GRAV,J,1,W
7/16/91,GRAV,J,1,W
7/16/91,SAND,.,.,.
7/16/91,BASN,.,.,.
7/16/91,IBPE,.,.,.
7/16/91,IBPE,J,1,W
7/16/91,RABB,.,.,.
7/16/91,RABB,.,.,.
7/16/91,WELL,J,1,W
7/16/91,WELL,J,1,W
7/16/91,EAST,J,1,W
7/16/91,EAST,J,1,W
7/19/91,CALI,.,.,.
7/19/91,GRAV,.,.,.
7/19/91,SAND,J,1,W
7/19/91,BASN,J,2,W
7/19/91,IBPE,F,4,.
7/19/91,IBPE,J,1,W
7/19/91,IBPE,J,1,B
7/19/91,IBPE,J,1,W
7/19/91,RABB,J,1,B
7/19/91,RABB,J,1,.
7/19/91,RABB,J,1,W
7/19/91,RABB,J,1,W
7/19/91,RABB,J,1,W
7/19/91,WELL,.,.,.
7/19/91,EAST,F,.,W
7/19/91,WEST,.,.,.
8/13/91,CALI,.,.,.
8/13/91,GRAV,J,1,W
8/13/91,SAND,M,26,W
8/13/91,BASN,J,1,W
8/13/91,IBPE,F,4,B
8/13/91,IBPE,J,1,B
8/13/91,RABB,.,.,.
8/13/91,RABB,.,.,.
8/13/91,WELL,J,1,W
8/13/91,EAST,M,14,W
8/13/91,WEST,.,.,.
8/16/91,CALI,.,.,.
8/16/91,GRAV,.,.,.
8/16/91,SAND,.,.,.
8/16/91,BASN,F,24,W
8/16/91,IBPE,.,.,.
8/16/91,IBPE,.,.,.
8/16/91,RABB,F,1,W
8/16/91,RABB,J,1,W
8/16/91,RABB,J,1,W
8/16/91,WELL,F,2,W
8/16/91,EAST,F,18,W
8/16/91,WEST,.,.,.
8/20/91,CALI,J,2,W
8/20/91,GRAV,J,1,W
8/20/91,SAND,M,15,B
8/20/91,SAND,J,2,W
8/20/91,BASN,.,.,.
8/20/91,IBPE,J,2,W
8/20/91,IBPE,J,2,W
8/20/91,IBPE,F,3,W
8/20/91,IBPE,J,1,W
8/20/91,RABB,.,.,.
8/20/91,RABB,J,2,B
8/20/91,RABB,J,1,W
8/20/91,WELL,.,.,.
8/20/91,EAST,J,1,B
8/20/91,EAST,F,12,W
8/20/91,WEST,.,.,.
8/23/91,CALI,M,.,W
8/23/91,GRAV,.,.,.
8/23/91,SAND,M,3,W
8/23/91,BASN,.,.,.
8/23/91,IBPE,M,4,B
8/23/91,IBPE,.,.,.
8/23/91,RABB,.,.,.
8/23/91,RABB,J,1,W
8/23/91,WELL,.,.,.
8/23/91,EAST,.,.,.
8/23/91,WEST,.,.,.
11/7/91,CALI,F,3,B
11/7/91,CALI,M,5,B
11/7/91,CALI,F,3,B
11/7/91,CALI,M,6,W
11/7/91,GRAV,.,.,.
11/7/91,SAND,M,6,W
11/7/91,SAND,M,6,W
11/7/91,SAND,M,6,B
11/7/91,SAND,M,2,W
11/7/91,BASN,F,2,W
11/7/91,BASN,J,1,W
11/7/91,BASN,F,2,W
11/7/91,IBPE,F,3,W
11/7/91,IBPE,M,2,W
11/7/91,IBPE,M,4,W
11/7/91,IBPE,M,5,W
11/7/91,IBPE,F,2,W
11/7/91,IBPE,M,4,W
11/7/91,IBPE,F,3,W
11/7/91,IBPE,J,2,W
11/7/91,IBPE,M,5,B
11/7/91,RABB,M,4,W
11/7/91,RABB,F,3,W
11/7/91,RABB,M,5,W
11/7/91,RABB,F,2,B
11/7/91,RABB,F,4,W
11/7/91,RABB,F,3,W
11/7/91,RABB,F,3,W
11/7/91,RABB,M,2,W
11/7/91,RABB,M,5,B
11/7/91,RABB,F,2,W
11/7/91,RABB,F,3,W
11/7/91,RABB,F,.,W
11/7/91,RABB,M,2,W
11/7/91,WELL,F,3,W
11/7/91,EAST,F,5,W
11/7/91,EAST,F,5,B
11/7/91,EAST,J,2,B
11/7/91,EAST,M,3,W
11/7/91,EAST,F,3,B
11/7/91,EAST,F,5,B
11/7/91,EAST,F,3,W
11/7/91,WEST,.,.,.
11/13/91,CALI,.,.,.
11/13/91,GRAV,.,.,.
11/13/91,SAND,.,.,.
11/13/91,BASN,.,.,.
11/13/91,IBPE,.,.,.
11/13/91,IBPE,J,1,B
11/13/91,RABB,M,2,W
11/13/91,RABB,F,2,W
11/13/91,WELL,M,2,B
11/13/91,WELL,F,2,W
11/13/91,EAST,F,4,W
11/13/91,WEST,F,4,W
3/11/92,CALI,.,.,.
3/11/92,GRAV,.,.,.
3/11/92,SAND,.,.,.
3/11/92,BASN,.,.,.
3/11/92,IBPE,.,.,.
3/11/92,IBPE,.,.,.
3/11/92,RABB,M,3,W
3/11/92,RABB,.,.,.
3/11/92,WELL,.,.,.
3/11/92,EAST,M,5,W
3/11/92,WEST,.,.,.
3/17/92,CALI,M,5,W
3/17/92,GRAV,.,.,.
3/17/92,SAND,.,.,.
3/17/92,BASN,F,2,W
3/17/92,IBPE,M,4,W
3/17/92,IBPE,F,3,B
3/17/92,IBPE,M,3,W
3/17/92,RABB,M,5,W
3/17/92,RABB,.,.,.
3/17/92,WELL,.,.,.
3/17/92,EAST,.,.,.
3/17/92,WEST,M,3,W
6/16/92,CALI,.,.,.
6/16/92,GRAV,.,.,.
6/16/92,SAND,.,.,.
6/16/92,BASN,M,3,W
6/16/92,BASN,F,5,W
6/16/92,IBPE,.,.,.
6/16/92,IBPE,.,.,.
6/16/92,RABB,.,.,.
6/16/92,RABB,M,9,W
6/16/92,WELL,.,.,.
6/16/92,EAST,.,.,.
6/16/92,WEST,.,.,.
6/19/92,CALI,.,.,.
6/19/92,GRAV,F,10,W
6/19/92,SAND,M,5,B
6/19/92,BASN,.,.,.
6/19/92,IBPE,.,.,.
6/19/92,IBPE,.,.,.
6/19/92,RABB,.,.,.
6/19/92,RABB,F,3,W
6/19/92,WELL,.,.,.
6/19/92,EAST,.,.,.
6/19/92,WEST,F,.,.
6/23/92,CALI,.,.,.
6/23/92,GRAV,.,.,.
6/23/92,SAND,.,.,.
6/23/92,BASN,.,.,.
6/23/92,IBPE,.,.,.
6/23/92,IBPE,.,.,.
6/23/92,RABB,.,.,.
6/23/92,RABB,.,.,.
6/23/92,WELL,F,3,W
6/23/92,EAST,.,.,.
6/23/92,WEST,.,.,.
6/26/92,CALI,.,.,.
6/26/92,GRAV,.,.,.
6/26/92,SAND,F,4,W
6/26/92,BASN,F,2,W
6/26/92,IBPE,.,.,.
6/26/92,IBPE,F,.,W
6/26/92,RABB,M,4,W
6/26/92,RABB,F,2,W
6/26/92,WELL,.,.,.
6/26/92,EAST,.,.,.
6/26/92,WEST,.,.,.
8/11/92,CALI,J,1,B
8/11/92,CALI,J,1,W
8/11/92,GRAV,.,.,.
8/11/92,SAND,J,1,W
8/11/92,BASN,.,.,.
8/11/92,IBPE,.,.,.
8/11/92,IBPE,.,.,.
8/11/92,RABB,J,1,W
8/11/92,RABB,J,2,W
8/11/92,RABB,J,1,W
8/11/92,WELL,J,1,W
8/11/92,EAST,J,1,W
8/11/92,WEST,.,.,.
8/14/92,CALI,J,1,B
8/14/92,CALI,J,1,W
8/14/92,CALI,J,1,W
8/14/92,GRAV,F,.,.
8/14/92,GRAV,J,1,W
8/14/92,SAND,.,.,.
8/14/92,BASN,.,.,.
8/14/92,IBPE,J,1,W
8/14/92,IBPE,M,1,W
8/14/92,RABB,J,1,W
8/14/92,RABB,.,.,.
8/14/92,WELL,J,1,W
8/14/92,EAST,J,1,B
8/14/92,EAST,J,1,W
8/14/92,EAST,J,1,W
8/14/92,EAST,J,1,W
8/14/92,WEST,.,.,.
8/18/92,CALI,F,2,B
8/18/92,GRAV,J,1,W
8/18/92,SAND,J,1,W
8/18/92,SAND,J,1,W
8/18/92,SAND,J,1,W
8/18/92,BASN,J,1,W
8/18/92,IBPE,F,1,W
8/18/92,RABB,.,.,.
8/18/92,RABB,.,.,.
8/18/92,WELL,J,1,W
8/18/92,EAST,F,22,W
8/18/92,EAST,J,1,W
8/18/92,EAST,M,2,B
8/18/92,WEST,.,.,.
8/21/92,CALI,.,.,.
8/21/92,GRAV,J,2,W
8/21/92,SAND,.,.,.
8/21/92,BASN,.,.,.
8/21/92,IBPE,.,.,.
8/21/92,IBPE,J,1,W
8/21/92,RABB,.,.,.
8/21/92,RABB,.,.,.
8/21/92,WELL,J,1,W
8/21/92,EAST,J,1,W
8/21/92,EAST,M,1,W
8/21/92,EAST,J,1,W
8/21/92,WEST,.,.,.
11/6/92,CALI,.,.,.
11/6/92,SAND,.,.,.
11/6/92,BASN,.,.,.
11/6/92,IBPE,.,.,.
11/6/92,IBPE,.,.,.
11/6/92,RABB,M,1,W
11/6/92,RABB,F,1,W
11/6/92,RABB,F,2,W
11/6/92,WELL,.,.,.
11/6/92,EAST,.,.,.
11/6/92,WEST,.,.,.
11/13/92,CALI,.,.,.
11/13/92,GRAV,F,2,W
11/13/92,SAND,M,5,W
11/13/92,SAND,M,4,B
11/13/92,IBPE,F,4,W
11/13/92,IBPE,F,1,W
11/13/92,RABB,M,4,W
11/13/92,RABB,.,.,.
11/13/92,WELL,F,2,W
11/13/92,WELL,F,1,W
11/13/92,WELL,M,3,B
11/13/92,WELL,F,2,W
11/13/92,WELL,F,2,W
11/13/92,WELL,F,1,W
11/13/92,EAST,M,4,W
11/13/92,EAST,F,2,W
11/13/92,EAST,F,4,W
11/13/92,EAST,F,3,W
11/13/92,EAST,M,4,W
11/13/92,WEST,.,.,.
3/12/93,CALI,.,.,.
3/12/93,GRAV,.,.,.
3/12/93,SAND,F,4,W
3/12/93,SAND,M,4,W
3/12/93,BASN,M,2,W
3/12/93,IBPE,M,7,W
3/12/93,IBPE,M,2,W
3/12/93,RABB,M,5,B
3/12/93,RABB,F,3,W
3/12/93,RABB,M,5,W
3/12/93,WELL,F,2,W
3/12/93,EAST,F,4,W
3/12/93,WEST,.,.,.
3/19/93,CALI,M,3,W
3/19/93,SAND,M,6,B
3/19/93,BASN,F,2,B
3/19/93,IBPE,.,.,.
3/19/93,IBPE,M,2,B
3/19/93,RABB,.,.,.
3/19/93,RABB,M,3,W
3/19/93,WELL,M,2,W
3/19/93,WELL,F,3,W
3/19/93,EAST,F,1,B
3/19/93,WEST,.,.,.
6/8/93,CALI,.,.,.
6/8/93,GRAV,.,.,.
6/8/93,BASN,.,.,.
6/8/93,IBPE,.,.,.
6/8/93,IBPE,.,.,.
6/8/93,RABB,M,5,B
6/8/93,RABB,.,.,.
6/8/93,WELL,.,.,.
6/8/93,EAST,F,3,W
6/8/93,EAST,.,.,W
6/8/93,WEST,.,.,.
6/11/93,CALI,.,.,.
6/11/93,SAND,.,.,.
6/11/93,SAND,.,.,.
6/11/93,BASN,.,.,.
6/11/93,IBPE,.,.,.
6/11/93,IBPE,.,.,.
6/11/93,RABB,F,7,W
6/11/93,RABB,M,8,W
6/11/93,RABB,.,.,.
6/11/93,WELL,.,.,.
6/11/93,EAST,.,.,.
6/11/93,WEST,.,.,.
6/15/93,CALI,F,3,W
6/15/93,GRAV,F,61,W
6/15/93,SAND,.,.,.
6/15/93,BASN,M,5,W
6/15/93,BASN,M,5,W
6/15/93,IBPE,.,.,.
6/15/93,IBPE,M,3,B
6/15/93,IBPE,F,8,W
6/15/93,RABB,F,4,B
6/15/93,RABB,.,.,.
6/15/93,WELL,.,.,.
6/15/93,EAST,.,.,.
6/15/93,WEST,.,.,.
6/18/93,GRAV,M,5,B
6/18/93,SAND,F,.,.
6/18/93,BASN,F,4,W
6/18/93,IBPE,M,.,.
6/18/93,IBPE,.,.,.
6/18/93,RABB,.,.,.
6/18/93,RABB,M,14,W
6/18/93,RABB,M,6,W
6/18/93,WELL,.,.,.
6/18/93,EAST,.,.,.
6/18/93,WEST,.,.,.
8/17/93,CALI,J,1,W
8/17/93,CALI,F,14,W
8/17/93,CALI,J,1,W
8/17/93,GRAV,F,6,W
8/17/93,GRAV,J,1,W
8/17/93,SAND,J,.,.
8/17/93,SAND,M,1,W
8/17/93,IBPE,J,1,B
8/17/93,IBPE,J,1,B
8/17/93,IBPE,J,1,B
8/17/93,RABB,J,2,W
8/17/93,RABB,J,1,W
8/17/93,RABB,M,2,W
8/17/93,WELL,J,2,W
8/17/93,EAST,J,2,B
8/17/93,WEST,.,.,.
8/20/93,CALI,M,2,W
8/20/93,CALI,M,2,W
8/20/93,GRAV,.,.,.
8/20/93,SAND,F,2,W
8/20/93,BASN,.,.,.
8/20/93,IBPE,.,.,.
8/20/93,IBPE,F,1,W
8/20/93,RABB,J,1,W
8/20/93,RABB,F,1,W
8/20/93,RABB,M,1,W
8/20/93,WELL,M,1,W
8/20/93,WELL,F,1,W
8/20/93,EAST,F,1,W
8/20/93,WEST,.,.,.
8/24/93,CALI,M,1,W
8/24/93,GRAV,F,1,W
8/24/93,SAND,.,.,.
8/24/93,BASN,.,.,.
8/24/93,IBPE,J,1,W
8/24/93,IBPE,M,1,W
8/24/93,IBPE,M,1,W
8/24/93,IBPE,F,20,B
8/24/93,IBPE,F,1,W
8/24/93,RABB,M,1,W
8/24/93,RABB,.,.,.
8/24/93,WELL,J,1,W
8/24/93,EAST,M,1,W
8/24/93,EAST,F,18,W
8/24/93,WEST,M,1,B
8/27/93,CALI,.,.,.
8/27/93,GRAV,J,.,W
8/27/93,SAND,M,1,W
8/27/93,BASN,.,.,.
8/27/93,IBPE,J,1,W
8/27/93,IBPE,M,1,W
8/27/93,IBPE,F,1,W
8/27/93,RABB,J,1,W
8/27/93,RABB,.,.,.
8/27/93,WELL,.,.,.
8/27/93,EAST,.,.,.
8/27/93,WEST,.,.,.
11/5/93,CALI,F,3,W
11/5/93,CALI,F,1,W
11/5/93,GRAV,F,2,W
11/5/93,SAND,F,2,W
11/5/93,SAND,M,3,B
11/5/93,SAND,M,4,B
11/5/93,SAND,M,.,W
11/5/93,SAND,M,4,W
11/5/93,BASN,.,.,.
11/5/93,IBPE,F,3,W
11/5/93,IBPE,M,2,W
11/5/93,IBPE,F,2,W
11/5/93,IBPE,F,3,W
11/5/93,IBPE,M,4,W
11/5/93,IBPE,F,4,W
11/5/93,IBPE,F,2,W
11/5/93,RABB,M,2,W
11/5/93,RABB,M,2,W
11/5/93,RABB,F,3,W
11/5/93,RABB,F,2,W
11/5/93,WELL,M,2,W
11/5/93,EAST,M,5,W
11/5/93,EAST,M,5,W
11/5/93,EAST,M,3,W
11/5/93,EAST,F,3,W
11/5/93,WEST,.,.,.
11/12/93,CALI,M,3,W
11/12/93,GRAV,M,5,W
11/12/93,GRAV,M,2,W
11/12/93,SAND,M,2,W
11/12/93,SAND,F,2,W
11/12/93,BASN,.,.,.
11/12/93,IBPE,.,.,.
11/12/93,IBPE,F,3,W
11/12/93,IBPE,M,2,B
11/12/93,IBPE,M,2,W
11/12/93,RABB,.,.,.
11/12/93,RABB,.,.,.
11/12/93,WELL,F,3,W
11/12/93,WELL,F,1,W
11/12/93,WELL,M,2,B
11/12/93,WELL,M,1,W
11/12/93,EAST,F,3,B
11/12/93,EAST,F,4,W
11/12/93,EAST,M,4,W
11/12/93,WEST,.,.,.
3/4/94,CALI,.,.,.
3/4/94,GRAV,.,.,.
3/4/94,SAND,F,2,W
3/4/94,BASN,.,.,.
3/4/94,IBPE,.,.,.
3/4/94,IBPE,M,4,B
3/4/94,RABB,.,.,.
3/4/94,RABB,M,4,W
3/4/94,RABB,M,5,W
3/4/94,RABB,M,1,W
3/4/94,RABB,F,2,B
3/4/94,WELL,M,4,.
3/4/94,EAST,.,.,.
3/4/94,WEST,.,.,.
3/11/94,CALI,.,.,.
3/11/94,GRAV,F,2,W
3/11/94,SAND,M,5,W
3/11/94,BASN,.,.,.
3/11/94,IBPE,.,.,.
3/11/94,IBPE,F,3,W
3/11/94,IBPE,F,2,B
3/11/94,RABB,.,.,.
3/11/94,RABB,F,1,W
3/11/94,RABB,.,.,.
3/11/94,WELL,M,3,W
3/11/94,EAST,.,.,.
3/11/94,WEST,.,.,.
5/31/94,CALI,.,.,.
5/31/94,GRAV,M,3,W
5/31/94,GRAV,.,.,.
5/31/94,SAND,F,28,W
5/31/94,BASN,M,3,B
5/31/94,BASN,M,4,B
5/31/94,BASN,M,3,W
5/31/94,IBPE,.,.,.
5/31/94,IBPE,M,4,W
5/31/94,RABB,.,.,.
5/31/94,RABB,.,.,.
5/31/94,WELL,M,4,W
5/31/94,EAST,.,.,.
5/31/94,WEST,F,30,W
6/3/94,CALI,F,5,W
6/3/94,GRAV,M,8,W
6/3/94,SAND,M,25,B
6/3/94,BASN,.,.,.
6/3/94,IBPE,J,2,W
6/3/94,IBPE,F,5,W
6/3/94,RABB,.,.,.
6/3/94,RABB,.,.,.
6/3/94,WELL,.,.,.
6/3/94,EAST,M,10,W
6/3/94,EAST,F,.,W
6/3/94,WEST,.,.,.
6/7/94,CALI,F,5,W
6/7/94,CALI,F,4,W
6/7/94,SAND,.,.,.
6/7/94,SAND,F,5,W
6/7/94,BASN,.,.,W
6/7/94,BASN,.,.,B
6/7/94,BASN,F,6,B
6/7/94,IBPE,.,.,.
6/7/94,IBPE,F,4,B
6/7/94,RABB,F,8,W
6/7/94,RABB,.,.,.
6/7/94,WELL,.,.,.
6/7/94,EAST,F,8,W
6/7/94,WEST,F,3,W
6/10/94,CALI,.,.,.
6/10/94,GRAV,F,3,B
6/10/94,SAND,.,.,.
6/10/94,BASN,F,.,W
6/10/94,IBPE,F,2,W
6/10/94,IBPE,F,2,W
6/10/94,RABB,.,.,.
6/10/94,RABB,F,2,W
6/10/94,WELL,.,.,.
6/10/94,EAST,F,9,W
6/10/94,WEST,.,.,.
6/16/94,CALI,.,.,.
6/16/94,GRAV,J,1,W
6/16/94,SAND,.,.,.
6/16/94,BASN,.,.,.
6/16/94,IBPE,J,1,W
6/16/94,IBPE,J,1,W
6/16/94,IBPE,J,1,W
6/16/94,IBPE,J,1,W
6/16/94,IBPE,J,1,W
6/16/94,IBPE,F,2,B
6/16/94,IBPE,J,1,W
6/16/94,RABB,J,1,B
6/16/94,RABB,J,1,W
6/16/94,WELL,J,1,B
6/16/94,WELL,F,1,W
6/16/94,WELL,J,1,B
6/16/94,WELL,J,.,B
6/16/94,EAST,J,1,W
6/16/94,EAST,J,1,W
6/16/94,WEST,F,2,W
8/19/94,CALI,.,.,.
8/19/94,GRAV,J,1,W
8/19/94,SAND,J,1,W
8/19/94,BASN,F,4,B
8/19/94,BASN,J,1,W
8/19/94,BASN,J,1,W
8/19/94,IBPE,J,1,.
8/19/94,IBPE,J,2,W
8/19/94,IBPE,J,1,W
8/19/94,IBPE,F,3,W
8/19/94,IBPE,J,1,B
8/19/94,IBPE,F,4,W
8/19/94,IBPE,J,1,W
8/19/94,IBPE,J,1,W
8/19/94,RABB,J,1,W
8/19/94,RABB,J,1,B
8/19/94,RABB,J,1,W
8/19/94,WELL,J,1,W
8/19/94,WELL,J,1,W
8/19/94,EAST,.,.,.
8/19/94,WEST,J,1,B
8/23/94,CALI,F,.,.
8/23/94,GRAV,M,3,W
8/23/94,SAND,J,1,W
8/23/94,BASN,J,1,W
8/23/94,BASN,J,1,W
8/23/94,BASN,J,1,W
8/23/94,IBPE,F,4,W
8/23/94,IBPE,J,1,W
8/23/94,RABB,J,1,W
8/23/94,RABB,.,.,.
8/23/94,WELL,J,1,W
8/23/94,WELL,J,1,B
8/23/94,EAST,J,2,W
8/23/94,WEST,J,2,W
8/26/94,CALI,.,9,W
8/26/94,GRAV,.,.,.
